File Number,Date Reported,Year Reported,Month Reported,Housing Block,Street Name,Date Notice Mailed or Given,Type of Complaint,Disposition,File Close Date,Method Submitted,Submitted Online?,Total Fees,Mapped Location
508119,08/29/2005,2005,8,1800 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1800 S Cottage Grove Urbana, IL"
508120,08/29/2005,2005,8,2300 BLOCK,E Vermont St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2300 E Vermont St Urbana, IL"
508121,08/29/2005,2005,8,1100 BLOCK,S Austin Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
508122,08/29/2005,2005,8,1800 BLOCK,S Vine St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1800 S Vine St Urbana, IL"
508123,08/29/2005,2005,8,500 BLOCK,W High St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 W High St Urbana, IL"
508124,08/29/2005,2005,8,800 BLOCK,W Oregon,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon Urbana, IL"
508105,08/26/2005,2005,8,2000 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
508106,08/26/2005,2005,8,900 BLOCK,E Colorado Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"900 E Colorado Av Urbana, IL"
508107,08/26/2005,2005,8,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
508108,08/26/2005,2005,8,300 BLOCK,E Fairlawn Dr,,Municipal Waste,City Abated,,Not Available,No, 0.0,"300 E Fairlawn Dr Urbana, IL"
508109,08/26/2005,2005,8,300 BLOCK,E Fairlawn Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"300 E Fairlawn Dr Urbana, IL"
508110,08/26/2005,2005,8,400 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W High St Urbana, IL"
508111,08/26/2005,2005,8,0 BLOCK,Rainbow View Ct,,Municipal Waste,City Abated,,Not Available,No, 0.0,"0 Rainbow View Ct Urbana, IL"
508112,08/26/2005,2005,8,0 BLOCK,Rainbow View Ct,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"0 Rainbow View Ct Urbana, IL"
508101,08/25/2005,2005,8,700 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
508102,08/25/2005,2005,8,500 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"500 W High St Urbana, IL"
508103,08/25/2005,2005,8,300 BLOCK,E Kerr Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"300 E Kerr Av Urbana, IL"
508104,08/25/2005,2005,8,900 BLOCK,N Lincoln Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"900 N Lincoln Av Urbana, IL"
508091,08/24/2005,2005,8,1100 BLOCK,E Michigan Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1100 E Michigan Av Urbana, IL"
508092,08/24/2005,2005,8,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
508093,08/24/2005,2005,8,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
508094,08/24/2005,2005,8,1300 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1300 S Cottage Grove Urbana, IL"
508095,08/24/2005,2005,8,1300 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 S Cottage Grove Urbana, IL"
508096,08/24/2005,2005,8,1100 BLOCK,E Briarcliff Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 E Briarcliff Dr Urbana, IL"
508097,08/24/2005,2005,8,900 BLOCK,N Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 N Busey Av Urbana, IL"
508098,08/24/2005,2005,8,200 BLOCK,S Poplar St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 S Poplar St Urbana, IL"
508099,08/24/2005,2005,8,400 BLOCK,S Johnson St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 S Johnson St Urbana, IL"
508100,08/24/2005,2005,8,400 BLOCK,S Webber St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 S Webber St Urbana, IL"
508084,08/23/2005,2005,8,700 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
508085,08/23/2005,2005,8,2200 BLOCK,Easy St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2200 Easy St Urbana, IL"
508086,08/23/2005,2005,8,2200 BLOCK,Easy St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2200 Easy St Urbana, IL"
508087,08/23/2005,2005,8,800 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Illinois St Urbana, IL"
508088,08/23/2005,2005,8,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
508089,08/23/2005,2005,8,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
508090,08/23/2005,2005,8,600 BLOCK,W Vermont St,,Municipal Waste,Invalid,,Not Available,No, 0.0,"600 W Vermont St Urbana, IL"
508079,08/18/2005,2005,8,600 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 S Busey Av Urbana, IL"
508080,08/18/2005,2005,8,700 BLOCK,W California Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W California Av Urbana, IL"
508081,08/18/2005,2005,8,700 BLOCK,S Cottage Grove,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 S Cottage Grove Urbana, IL"
508082,08/18/2005,2005,8,700 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 S Cottage Grove Urbana, IL"
508083,08/18/2005,2005,8,800 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 S Cottage Grove Urbana, IL"
508071,08/17/2005,2005,8,200 BLOCK,S Lynn St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"200 S Lynn St Urbana, IL"
508072,08/17/2005,2005,8,400 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W High St Urbana, IL"
508073,08/17/2005,2005,8,500 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"500 W Illinois St Urbana, IL"
508074,08/17/2005,2005,8,200 BLOCK,W Green St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"200 W Green St Urbana, IL"
508075,08/17/2005,2005,8,200 BLOCK,W Green St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 W Green St Urbana, IL"
508076,08/17/2005,2005,8,800 BLOCK,E Park St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 E Park St Urbana, IL"
508077,08/17/2005,2005,8,700 BLOCK,W Washington St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 W Washington St Urbana, IL"
508078,08/17/2005,2005,8,700 BLOCK,W Washington St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W Washington St Urbana, IL"
508065,08/16/2005,2005,8,400 BLOCK,E Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 E Illinois St Urbana, IL"
508066,08/16/2005,2005,8,500 BLOCK,W Green St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"500 W Green St Urbana, IL"
508067,08/16/2005,2005,8,400 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W High St Urbana, IL"
508068,08/16/2005,2005,8,700 BLOCK,W Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
508069,08/16/2005,2005,8,500 BLOCK,W California Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"500 W California Av Urbana, IL"
508070,08/16/2005,2005,8,800 BLOCK,E Scovill St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 E Scovill St Urbana, IL"
508059,08/15/2005,2005,8,800 BLOCK,W Stoughton St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
508060,08/15/2005,2005,8,1300 BLOCK,E Florida Av,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1300 E Florida Av Urbana, IL"
508061,08/15/2005,2005,8,100 BLOCK,N Gregroy Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"100 N Gregroy Av Urbana, IL"
508062,08/15/2005,2005,8,700 BLOCK,N Lincoln Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 N Lincoln Av Urbana, IL"
508063,08/15/2005,2005,8,800 BLOCK,N Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 N Busey Av Urbana, IL"
508064,08/15/2005,2005,8,1800 BLOCK,Larch Pl,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1800 Larch Pl Urbana, IL"
508058,08/12/2005,2005,8,600 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 W High St Urbana, IL"
508042,08/11/2005,2005,8,200 BLOCK,S Grove Av,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"200 S Grove Av Urbana, IL"
508043,08/11/2005,2005,8,300 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"300 W Illinois St Urbana, IL"
508044,08/11/2005,2005,8,300 BLOCK,S Orchard Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"300 S Orchard Dr Urbana, IL"
508045,08/11/2005,2005,8,600 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 W Elm St Urbana, IL"
508046,08/11/2005,2005,8,600 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 W Elm St Urbana, IL"
508047,08/11/2005,2005,8,600 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 W Elm St Urbana, IL"
508048,08/11/2005,2005,8,800 BLOCK,W Stoughton St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
508049,08/11/2005,2005,8,700 BLOCK,W High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W High St Urbana, IL"
508050,08/11/2005,2005,8,700 BLOCK,Western Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 Western Av Urbana, IL"
508051,08/11/2005,2005,8,700 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W Oregon St Urbana, IL"
508052,08/11/2005,2005,8,1000 BLOCK,E Pennsylvania,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 E Pennsylvania Urbana, IL"
508053,08/11/2005,2005,8,700 BLOCK,E Park St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"700 E Park St Urbana, IL"
508054,08/11/2005,2005,8,600 BLOCK,S Coler Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 S Coler Av Urbana, IL"
508055,08/11/2005,2005,8,700 BLOCK,Shurts St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 Shurts St Urbana, IL"
508056,08/11/2005,2005,8,100 BLOCK,S Coler Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"100 S Coler Av Urbana, IL"
508057,08/11/2005,2005,8,2600 BLOCK,S Lynn St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2600 S Lynn St Urbana, IL"
508030,08/10/2005,2005,8,1800 BLOCK,S Cottage Grove,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1800 S Cottage Grove Urbana, IL"
508031,08/10/2005,2005,8,200 BLOCK,N Coler Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 N Coler Av Urbana, IL"
508032,08/10/2005,2005,8,800 BLOCK,W Oregon,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Oregon Urbana, IL"
508033,08/10/2005,2005,8,800 BLOCK,W Oregon St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
508034,08/10/2005,2005,8,600 BLOCK,S Coler Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 S Coler Av Urbana, IL"
508035,08/10/2005,2005,8,400 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W Illinois St Urbana, IL"
508036,08/10/2005,2005,8,1300 BLOCK,E Fairlawn Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 E Fairlawn Dr Urbana, IL"
508037,08/10/2005,2005,8,1100 BLOCK,N Geraldine Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 N Geraldine Av Urbana, IL"
508038,08/10/2005,2005,8,1100 BLOCK,N Geraldine Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 N Geraldine Av Urbana, IL"
508039,08/10/2005,2005,8,1100 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 E Michigan Av Urbana, IL"
508040,08/10/2005,2005,8,700 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 E Michigan Av Urbana, IL"
508041,08/10/2005,2005,8,1200 BLOCK,E Michigan Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1200 E Michigan Av Urbana, IL"
508029,08/09/2005,2005,8,1300 BLOCK,N Cunningham,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 N Cunningham Urbana, IL"
508025,08/08/2005,2005,8,800 BLOCK,W Stoughton St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"800 W Stoughton St Urbana, IL"
508026,08/08/2005,2005,8,700 BLOCK,W Stoughton St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"700 W Stoughton St Urbana, IL"
508027,08/08/2005,2005,8,700 BLOCK,W Stoughton St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"700 W Stoughton St Urbana, IL"
508028,08/08/2005,2005,8,900 BLOCK,N Busey Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 N Busey Av Urbana, IL"
508024,08/04/2005,2005,8,1200 BLOCK,E Michigan,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1200 E Michigan Urbana, IL"
508017,08/03/2005,2005,8,900 BLOCK,S Busey Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"900 S Busey Av Urbana, IL"
508018,08/03/2005,2005,8,800 BLOCK,W Iowa St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Iowa St Urbana, IL"
508019,08/03/2005,2005,8,1100 BLOCK,S Austin Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
508020,08/03/2005,2005,8,1000 BLOCK,S Lincoln Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 S Lincoln Av Urbana, IL"
508021,08/03/2005,2005,8,1100 BLOCK,S Austin Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
508022,08/03/2005,2005,8,1100 BLOCK,E Willard,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 E Willard Urbana, IL"
508023,08/03/2005,2005,8,1000 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 E Oregon St Urbana, IL"
508009,08/02/2005,2005,8,600 BLOCK,E Colorado Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 E Colorado Av Urbana, IL"
508010,08/02/2005,2005,8,800 BLOCK,S Anderson,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 S Anderson Urbana, IL"
508011,08/02/2005,2005,8,700 BLOCK,S Grove St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 S Grove St Urbana, IL"
508012,08/02/2005,2005,8,500 BLOCK,S Urbana Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"500 S Urbana Av Urbana, IL"
508013,08/02/2005,2005,8,800 BLOCK,W Church St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Church St Urbana, IL"
508014,08/02/2005,2005,8,700 BLOCK,S Urbana Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 S Urbana Av Urbana, IL"
508015,08/02/2005,2005,8,1000 BLOCK,E Colorado Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"1000 E Colorado Av Urbana, IL"
508016,08/02/2005,2005,8,100 BLOCK,Franklin St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"100 Franklin St Urbana, IL"
508001,08/01/2005,2005,8,600 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 E Oregon St Urbana, IL"
508002,08/01/2005,2005,8,600 BLOCK,E Oregon St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"600 E Oregon St Urbana, IL"
508003,08/01/2005,2005,8,1400 BLOCK,E Pennsylvania,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 E Pennsylvania Urbana, IL"
508004,08/01/2005,2005,8,1200 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1200 E Michigan Av Urbana, IL"
508005,08/01/2005,2005,8,700 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 E Michigan Av Urbana, IL"
508006,08/01/2005,2005,8,1600 BLOCK,E Hunter Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1600 E Hunter Dr Urbana, IL"
508007,08/01/2005,2005,8,1700 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1700 E Michigan Av Urbana, IL"
508008,08/01/2005,2005,8,400 BLOCK,E Green St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"400 E Green St Urbana, IL"
507051,07/27/2005,2005,7,1500 BLOCK,E Colorado Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1500 E Colorado Av Urbana, IL"
507052,07/27/2005,2005,7,1700 BLOCK,E Michigan Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1700 E Michigan Av Urbana, IL"
507046,07/26/2005,2005,7,600 BLOCK,W Green St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"600 W Green St Urbana, IL"
507047,07/26/2005,2005,7,300 BLOCK,W Elm St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"300 W Elm St Urbana, IL"
507048,07/26/2005,2005,7,900 BLOCK,E Main St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 E Main St Urbana, IL"
507049,07/26/2005,2005,7,1300 BLOCK,E Laurel Dr,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"1300 E Laurel Dr Urbana, IL"
507050,07/26/2005,2005,7,1100 BLOCK,E Washington St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 E Washington St Urbana, IL"
507045,07/25/2005,2005,7,1100 BLOCK,S Austin Dr,,Municipal Waste,City Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
507042,07/22/2005,2005,7,2600 BLOCK,S Lynn St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"2600 S Lynn St Urbana, IL"
507043,07/22/2005,2005,7,2600 BLOCK,S Lynn St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"2600 S Lynn St Urbana, IL"
507044,07/22/2005,2005,7,900 BLOCK,E Harding Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"900 E Harding Dr Urbana, IL"
507036,07/21/2005,2005,7,1000 BLOCK,N Coler Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 N Coler Av Urbana, IL"
507037,07/21/2005,2005,7,1000 BLOCK,N Busey,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1000 N Busey Urbana, IL"
507038,07/21/2005,2005,7,1000 BLOCK,N Busey,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 N Busey Urbana, IL"
507039,07/21/2005,2005,7,900 BLOCK,N Busey Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"900 N Busey Av Urbana, IL"
507040,07/21/2005,2005,7,700 BLOCK,W Fairview Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 W Fairview Dr Urbana, IL"
507041,07/21/2005,2005,7,700 BLOCK,W Illinois St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"700 W Illinois St Urbana, IL"
507035,07/20/2005,2005,7,1500 BLOCK,Harvey St,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1500 Harvey St Urbana, IL"
507027,07/19/2005,2005,7,1500 BLOCK,Ogelthorpe Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1500 Ogelthorpe Av Urbana, IL"
507028,07/19/2005,2005,7,400 BLOCK,W Elm St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 W Elm St Urbana, IL"
507029,07/19/2005,2005,7,700 BLOCK,E Illinois St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"700 E Illinois St Urbana, IL"
507030,07/19/2005,2005,7,800 BLOCK,E California Av,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"800 E California Av Urbana, IL"
507031,07/19/2005,2005,7,400 BLOCK,E Elm St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 E Elm St Urbana, IL"
507032,07/19/2005,2005,7,400 BLOCK,E High St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 E High St Urbana, IL"
507033,07/19/2005,2005,7,800 BLOCK,W Oregon St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"800 W Oregon St Urbana, IL"
507034,07/19/2005,2005,7,200 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"200 E Oregon St Urbana, IL"
507026,07/18/2005,2005,7,800 BLOCK,W Iowa St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 W Iowa St Urbana, IL"
507025,07/15/2005,2005,7,600 BLOCK,E Oregon St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"600 E Oregon St Urbana, IL"
507022,07/14/2005,2005,7,700 BLOCK,E Elm St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"700 E Elm St Urbana, IL"
507022,07/14/2005,2005,7,1000 BLOCK,Burkwood Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 Burkwood Dr Urbana, IL"
507023,07/14/2005,2005,7,1200 BLOCK,S Philo Rd,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1200 S Philo Rd Urbana, IL"
507023,07/14/2005,2005,7,400 BLOCK,W Elm St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 W Elm St Urbana, IL"
507024,07/14/2005,2005,7,1100 BLOCK,S Austin Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 S Austin Dr Urbana, IL"
507019,07/13/2005,2005,7,1100 BLOCK,E Willard St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 E Willard St Urbana, IL"
507020,07/13/2005,2005,7,1700 BLOCK,James Cherry,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1700 James Cherry Urbana, IL"
507021,07/13/2005,2005,7,1100 BLOCK,N Geraldine,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 N Geraldine Urbana, IL"
507015,07/12/2005,2005,7,1400 BLOCK,Adams St,,Municipal Waste,City Abated,,Not Available,No, 0.0,"1400 Adams St Urbana, IL"
507016,07/12/2005,2005,7,600 BLOCK,S Glover Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"600 S Glover Av Urbana, IL"
507017,07/12/2005,2005,7,800 BLOCK,S Grove St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 S Grove St Urbana, IL"
507018,07/12/2005,2005,7,2300 BLOCK,S Anderson,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"2300 S Anderson Urbana, IL"
507012,07/11/2005,2005,7,2000 BLOCK,E Michigan Av,,Municipal Waste,City Abated,,Not Available,No, 0.0,"2000 E Michigan Av Urbana, IL"
507013,07/11/2005,2005,7,400 BLOCK,W Elm St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"400 W Elm St Urbana, IL"
507014,07/11/2005,2005,7,1800 BLOCK,Ridge Park Dr,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1800 Ridge Park Dr Urbana, IL"
507009,07/07/2005,2005,7,1000 BLOCK,N Busey Av,,Municipal Waste,Invalid,,Not Available,No, 0.0,"1000 N Busey Av Urbana, IL"
507010,07/07/2005,2005,7,1100 BLOCK,Country Squire ,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1100 Country Squire  Urbana, IL"
507011,07/07/2005,2005,7,800 BLOCK,W Main St,,Weeds/Grass,City Abated,,Not Available,No, 0.0,"800 W Main St Urbana, IL"
507003,07/06/2005,2005,7,1900 BLOCK,E Country Squire,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"1900 E Country Squire Urbana, IL"
507004,07/06/2005,2005,7,800 BLOCK,S Cottage Grove,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"800 S Cottage Grove Urbana, IL"
507005,07/06/2005,2005,7,1100 BLOCK,Willard St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1100 Willard St Urbana, IL"
507006,07/06/2005,2005,7,1300 BLOCK,N Division Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 N Division Av Urbana, IL"
507007,07/06/2005,2005,7,1200 BLOCK,Eureka St,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1200 Eureka St Urbana, IL"
507008,07/06/2005,2005,7,1700 BLOCK,E Colorado Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1700 E Colorado Av Urbana, IL"
507001,07/01/2005,2005,7,1000 BLOCK,N Coler Av,,Municipal Waste,Owner Abated,,Not Available,No, 0.0,"1000 N Coler Av Urbana, IL"
507002,07/01/2005,2005,7,900 BLOCK,E Fairlawn Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"900 E Fairlawn Dr Urbana, IL"
506098,06/30/2005,2005,6,400 BLOCK,S Johnson Av,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 S Johnson Av Urbana, IL"
506099,06/30/2005,2005,6,400 BLOCK,S Webber St,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"400 S Webber St Urbana, IL"
506100,06/30/2005,2005,6,400 BLOCK,S Poplar St,,Weeds/Grass,Invalid,,Not Available,No, 0.0,"400 S Poplar St Urbana, IL"
506092,06/29/2005,2005,6,1300 BLOCK,E Laurel Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1300 E Laurel Dr Urbana, IL"
506093,06/29/2005,2005,6,1400 BLOCK,E Laurel Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 E Laurel Dr Urbana, IL"
506094,06/29/2005,2005,6,1400 BLOCK,E Laurel Dr,,Weeds/Grass,Owner Abated,,Not Available,No, 0.0,"1400 E Laurel Dr Urbana, IL"
